Date,EXMP_TECH,EXMP_STAPLE,EXMP_ENERGY,EXMP_HEALTH,EXMP_BENCHMARK
2022-01-03,150.9231685459063,80.02719500435242,59.328102520936724,197.72875582782368,425.1191006174702
2022-01-04,148.04170456057113,79.83532987498685,58.594816966705906,197.60505080536907,428.02429019819476
2022-01-05,150.21283678694988,79.14273292546058,60.190387317906044,199.1898333190401,436.18680573541354
2022-01-06,152.96439575069587,80.60495979548669,60.601803186981954,193.9479477154505,429.9880680524191
2022-01-07,147.48272814212694,81.90358623716074,60.35298840272423,196.3000557573861,429.04531479818866
2022-01-10,143.95189426447666,82.74806865227606,60.9721785873567,193.75010221316037,427.30781253468297
2022-01-11,144.3545053354072,82.09839165279018,58.44549640613301,194.54552755874747,419.5436519789776
2022-01-12,143.54845987966112,82.7395627767614,58.403692256107874,195.1553433922915,423.9006992767197
2022-01-13,143.55699726115265,83.2274931961079,60.812732346508504,197.63590368124625,422.95116393499393
2022-01-14,141.31453052804864,83.57291754123284,60.98457746099551,198.9405233834429,426.05058299966936
2022-01-17,143.73684504083178,84.51925813913797,61.077525846666056,193.71393361607164,435.7934216640107
2022-01-18,145.92021982583006,85.01449327203062,61.76563677467208,192.06166287469054,434.4769910945787
2022-01-19,146.15751058816386,85.59158327156538,62.90054596531221,192.42685737223096,432.8866722200266
2022-01-20,149.3607798337217,86.09426721799743,60.427461851891195,192.06575654641924,433.50777773613925
2022-01-21,150.74306038597845,86.37404391170398,58.4215671422714,193.17295581422377,437.7074865817752
2022-01-24,148.37082043545996,85.0463268903982,58.678780113819585,194.9745518729675,435.5059304079829
2022-01-25,149.46472361144424,85.12940305661533,57.84815588270282,196.38966664488308,433.05246501578245
2022-01-26,146.83598400666125,84.73309222664523,59.40767858455216,195.97824749870426,437.53683065803756
2022-01-27,149.35026861050733,83.80209248718177,59.04052879765946,191.9818270453124,439.2422977576199
2022-01-28,149.26568162776542,85.07464899068324,56.79121401740484,191.05638320680808,430.9718720540964
2022-01-31,148.80120643410626,86.40247221668604,55.36650684037842,192.02437080188938,426.14363541520845
2022-02-01,146.9540356791828,87.46532043012058,52.38920459740805,189.7277832843547,432.36680227873273
2022-02-02,150.44547093942128,87.68335060816086,52.15056377369807,191.1542794073229,434.14764522669276
2022-02-03,150.0633218388616,88.75522673052949,51.96089898835496,193.19761926990387,431.1668326997231
2022-02-04,148.90964308641767,88.78586925372075,51.526132053158605,193.5400901137603,430.60766181962106
2022-02-07,147.977758977652,88.96605567481032,52.66711320687643,186.99412821943952,430.7961261123704
2022-02-08,149.5302431156947,88.133285618755,53.96334825875674,184.36501990752956,433.93705096692867
2022-02-09,150.6232815295182,88.46352330649952,53.78659866306627,188.41321645856874,428.53722069004726
2022-02-10,151.85996185138393,88.53179417767714,51.52911199081908,187.31147901362687,425.278341004616
2022-02-11,153.15914257626665,87.54144346315996,52.18234006108511,183.2052968212944,426.50989367281295
2022-02-14,159.54529256513104,87.52283175017945,52.77792957335584,185.85118877215766,426.2409155613944
2022-02-15,158.38429236363692,87.48220785106427,53.11629839455035,185.9411584019561,428.6843114385866
2022-02-16,156.91759839238688,88.90134947573716,54.18599928066708,188.3480645288167,423.8652187463531
2022-02-17,154.58110988700673,89.62662512803213,52.93664388701666,189.00332623481097,425.4309151174277
2022-02-18,156.45005828918482,89.65708795614628,55.13267046474423,190.0518112128599,429.9760755424062
2022-02-21,159.88413516670636,89.87548803553366,54.08496270330804,190.89917388247616,432.09353100111014
2022-02-22,159.6003658468422,89.93202000087693,54.916457524220895,192.47893457947808,432.7971117663655
2022-02-23,157.14555792996254,89.79267549607837,53.08812731655001,197.57986663931845,432.5403164527352
2022-02-24,154.7743500581806,88.96083223784211,52.109897765492065,199.83371730753962,429.27572897799917
2022-02-25,156.74813511737236,88.86362775575083,53.73561450224183,196.35000047222863,429.11786063389746
2022-02-28,159.02532240491914,88.30191925121645,53.4619783493707,197.41260669013332,434.3919408509883
2022-03-01,160.7266482250523,87.35445047961393,54.38323535242821,200.05087388571604,434.03926502226756
2022-03-02,158.77770111313637,87.77014658956202,54.6520361870526,202.86517353573808,430.53974608711724
2022-03-03,159.5359898531904,88.09457432257244,54.54492550593143,201.9533807629045,428.6757678259302
2022-03-04,159.9484662042354,86.73804116834809,56.07394633399142,204.70678753008352,429.6243422331908
2022-03-07,160.6714324134844,86.66494419217928,55.81567057815714,206.94039402751696,428.244514757102
2022-03-08,163.4009387208857,87.45021125256247,53.8559196892316,213.1365299070638,430.3472812772209
2022-03-09,164.15473188936352,88.29204221123803,52.999076917631974,211.40194314734035,432.61380416179907
2022-03-10,166.33714366580597,89.11573345084085,53.59948425238536,210.25906707607697,436.3994633559588
2022-03-11,166.61251102935208,89.16762024471383,54.03684497858143,209.60019841314983,442.4475369679279
2022-03-14,167.58851346923092,88.52670532251213,52.36461994853183,208.50767311212422,446.7702039678418
2022-03-15,169.6638048615884,87.70560646759733,51.61352584865543,206.4826717902976,442.98200477947046
2022-03-16,165.117639754642,87.99357879819765,51.01967461373579,200.18125656892107,439.35337773106824
2022-03-17,164.18501858892063,88.30949809292926,50.652983276381896,199.26323706617347,439.17614619442065
2022-03-18,162.7933704295708,89.33914539691712,49.274972066143064,200.16607887529923,437.44451302087674
2022-03-21,160.90032248083438,90.23158641033959,48.66224552205312,199.11595549844745,432.8997573115254
2022-03-22,160.12621412654798,90.1479572064436,47.960130199080616,203.60158011566415,431.2315128536044
2022-03-23,164.77667329657382,89.18548604894575,48.71936851433744,203.7001893267298,429.43649516802793
2022-03-24,162.16354710096408,88.95609622014209,49.528139488615864,206.772816523439,426.8522815322729
2022-03-25,165.22052571089117,89.14797549453247,49.39038098189123,207.45562354949269,425.7134972387525
2022-03-28,160.1090004056208,89.01049794876155,49.009143221649,209.47838758823193,430.6149882642571
2022-03-29,159.15890214933032,88.57916386809642,49.15514173888661,210.21260292165033,431.56127915969523
2022-03-30,159.70938432517787,88.79814698459552,48.3600865591179,213.57167956740196,441.8977034291573
2022-03-31,161.54946176305617,88.42548163197475,47.26220002030973,213.7782674157455,442.7485784824024
2022-04-01,163.7972305321682,87.95805459694017,46.38201202936532,215.05576445064762,441.6747281796947
2022-04-04,166.33421393508127,88.22105851963337,45.79931112106335,216.0227505469643,441.830027141051
2022-04-05,165.30393355211757,87.929850292152,44.744547376013024,215.3893711051057,443.0405830863326
2022-04-06,163.9276476366306,88.14040268101627,44.897870807235456,216.4526953054078,445.0054987531747
2022-04-07,166.67009203436712,88.37413620340918,45.570201472968975,222.08054345247555,453.9659596044039
2022-04-08,166.1312326162042,87.51143054171061,44.1421496400445,221.47432110719004,450.495094863433
2022-04-11,162.23514783709848,87.16162560364447,44.171315843573886,222.60423759303472,454.3086946060874
2022-04-12,158.8573582328158,88.29496198648067,43.982687692190616,225.87683840101272,455.3436778120255
2022-04-13,156.17975987219734,87.4155654540127,44.2933357511698,228.89232225866235,448.77403193231225
2022-04-14,157.71349903789863,85.81940209054906,44.28860313729709,228.99887156219995,452.1954104432645
2022-04-15,158.1981984274278,84.44192927166404,43.01631831667323,222.9671671024712,457.7873738928769
2022-04-18,160.33647856925455,84.48379028769557,41.94193372585796,224.35192816486597,454.2364018688734
2022-04-19,159.1070531896107,84.52701933518556,41.97327990784535,218.84899992895348,454.3400172330882
2022-04-20,159.6446437793804,84.45956484897259,42.85942033960889,222.60125019827336,447.13264206914863
2022-04-21,161.60416190771025,85.38922603531657,40.99481567189754,223.1036023102432,441.98378063181997
2022-04-22,160.72274249514342,83.41987904943582,41.28787084577765,225.72197109264874,446.5219836828154
2022-04-25,162.17727205422892,83.73167462506251,42.296454582750755,223.4991445177168,444.697338672926
2022-04-26,160.22158582673686,84.91296712637576,42.172675995295776,219.6721804051253,440.2000178541782
2022-04-27,159.18605572118693,84.09268750520602,42.64958447139973,220.39591937659137,441.2933761452409
2022-04-28,158.10138364950308,83.83150768367639,42.0558694312532,220.38523318594966,439.2576191841931
2022-04-29,154.62676339303,83.29661647496795,41.961256603010746,219.23321361752278,437.444450004261
2022-05-02,156.1151902723061,82.6619523579265,40.61860259676559,219.516757583816,440.648806308757
2022-05-03,154.79478124012115,82.44413862352859,38.749684074988735,226.58969865616206,435.97432421049683
2022-05-04,154.8897151398275,83.50855503891773,39.499220729375885,228.82008895519172,432.395619501957
2022-05-05,156.36227498054174,84.89304740667447,38.728636211673575,231.63637485739486,433.16095267923873
2022-05-06,157.74680073444583,84.66212894790404,38.38054421828248,233.94140473675793,437.28359159896735
2022-05-09,159.8031589588696,86.11712795164289,37.328480577110405,237.97812090173034,442.5679229195596
2022-05-10,159.56615238796192,86.16473321235148,36.2880410832425,237.54476025604046,439.9328968950744
2022-05-11,158.35446707293528,87.52863145657614,36.16666976033754,232.15141424484838,443.98558158980165
2022-05-12,158.17569901242717,87.4775359696194,35.644150222113566,231.73256746513164,440.84579354273865
2022-05-13,153.26919117608975,87.5996269086025,35.922297093699356,233.9531163490713,448.6592523267884
2022-05-16,149.1906359177137,87.90342860466653,36.25707290838618,231.47150435839072,444.0170963226029
